Causas (lista reducida);Sexo;Edad;Total
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 60 a 64 años;116
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 65 a 69 años;117
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 70 a 74 años;113
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 75 a 79 años;115
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 80 a 84 años;209
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 85 a 89 años;256
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 90 a 94 años;248
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;De 95 años y más;105
090 Accidentes de tráfico;Hombres;Menores de 1 año;1
090 Accidentes de tráfico;Hombres;De 1 a 4 años;6
090 Accidentes de tráfico;Hombres;De 5 a 9 años;2
090 Accidentes de tráfico;Hombres;De 10 a 14 años;10
090 Accidentes de tráfico;Hombres;De 15 a 19 años;49
090 Accidentes de tráfico;Hombres;De 20 a 24 años;90
090 Accidentes de tráfico;Hombres;De 25 a 29 años;105
090 Accidentes de tráfico;Hombres;De 30 a 34 años;85
090 Accidentes de tráfico;Hombres;De 35 a 39 años;99
090 Accidentes de tráfico;Hombres;De 40 a 44 años;132
090 Accidentes de tráfico;Hombres;De 45 a 49 años;152
090 Accidentes de tráfico;Hombres;De 50 a 54 años;128
090 Accidentes de tráfico;Hombres;De 55 a 59 años;106
090 Accidentes de tráfico;Hombres;De 60 a 64 años;107
090 Accidentes de tráfico;Hombres;De 65 a 69 años;75
090 Accidentes de tráfico;Hombres;De 70 a 74 años;63
090 Accidentes de tráfico;Hombres;De 75 a 79 años;66
090 Accidentes de tráfico;Hombres;De 80 a 84 años;87
090 Accidentes de tráfico;Hombres;De 85 a 89 años;60
090 Accidentes de tráfico;Hombres;De 90 a 94 años;21
090 Accidentes de tráfico;Hombres;De 95 años y más;2
091 Otros accidentes de transporte;Hombres;Menores de 1 año;0
091 Otros accidentes de transporte;Hombres;De 1 a 4 años;0
091 Otros accidentes de transporte;Hombres;De 5 a 9 años;1
091 Otros accidentes de transporte;Hombres;De 10 a 14 años;3
091 Otros accidentes de transporte;Hombres;De 15 a 19 años;5
091 Otros accidentes de transporte;Hombres;De 20 a 24 años;12
091 Otros accidentes de transporte;Hombres;De 25 a 29 años;10
091 Otros accidentes de transporte;Hombres;De 30 a 34 años;7
091 Otros accidentes de transporte;Hombres;De 35 a 39 años;10
091 Otros accidentes de transporte;Hombres;De 40 a 44 años;15
091 Otros accidentes de transporte;Hombres;De 45 a 49 años;23
091 Otros accidentes de transporte;Hombres;De 50 a 54 años;12
091 Otros accidentes de transporte;Hombres;De 55 a 59 años;14
091 Otros accidentes de transporte;Hombres;De 60 a 64 años;26
091 Otros accidentes de transporte;Hombres;De 65 a 69 años;11
091 Otros accidentes de transporte;Hombres;De 70 a 74 años;20
091 Otros accidentes de transporte;Hombres;De 75 a 79 años;10
091 Otros accidentes de transporte;Hombres;De 80 a 84 años;7
091 Otros accidentes de transporte;Hombres;De 85 a 89 años;6
091 Otros accidentes de transporte;Hombres;De 90 a 94 años;0
091 Otros accidentes de transporte;Hombres;De 95 años y más;0
092 Caídas accidentales;Hombres;Menores de 1 año;1
092 Caídas accidentales;Hombres;De 1 a 4 años;6
092 Caídas accidentales;Hombres;De 5 a 9 años;1
092 Caídas accidentales;Hombres;De 10 a 14 años;3
092 Caídas accidentales;Hombres;De 15 a 19 años;6
092 Caídas accidentales;Hombres;De 20 a 24 años;15
092 Caídas accidentales;Hombres;De 25 a 29 años;15
092 Caídas accidentales;Hombres;De 30 a 34 años;17
092 Caídas accidentales;Hombres;De 35 a 39 años;21
092 Caídas accidentales;Hombres;De 40 a 44 años;36
092 Caídas accidentales;Hombres;De 45 a 49 años;51
092 Caídas accidentales;Hombres;De 50 a 54 años;60
092 Caídas accidentales;Hombres;De 55 a 59 años;80
092 Caídas accidentales;Hombres;De 60 a 64 años;88
092 Caídas accidentales;Hombres;De 65 a 69 años;75
092 Caídas accidentales;Hombres;De 70 a 74 años;156
092 Caídas accidentales;Hombres;De 75 a 79 años;213
092 Caídas accidentales;Hombres;De 80 a 84 años;272
092 Caídas accidentales;Hombres;De 85 a 89 años;344
092 Caídas accidentales;Hombres;De 90 a 94 años;249
092 Caídas accidentales;Hombres;De 95 años y más;64
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;Menores de 1 año;3
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 1 a 4 años;20
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 5 a 9 años;4
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 10 a 14 años;2
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 15 a 19 años;9
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 20 a 24 años;12
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 25 a 29 años;16
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 30 a 34 años;24
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 35 a 39 años;29
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 40 a 44 años;24
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 45 a 49 años;54
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 50 a 54 años;58
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 55 a 59 años;64
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 60 a 64 años;88
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 65 a 69 años;98
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 70 a 74 años;136
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 75 a 79 años;149
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 80 a 84 años;244
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 85 a 89 años;289
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 90 a 94 años;238
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;De 95 años y más;109
094 Accidentes por fuego, humo y sustancias calientes;Hombres;Menores de 1 año;0
094 Accidentes por fuego, humo y sustancias calientes;Hombres;De 1 a 4 años;1
094 Accidentes por fuego, humo y sustancias calientes;Hombres;De 5 a 9 años;0
094 Accidentes por fuego, humo y sustancias calientes;Hombres;De 10 a 14 años;0
094 Accidentes por fuego, humo y sustancias calientes;Hombres;De 15 a 19 años;2
094 Accidentes por fuego, humo y sustancias calientes;Hombres;De 20 a 24 años;1
094 Accidentes por fuego, humo y sustancias calientes;Hombres;De 25 a 29 años;4
094 Accidentes por fuego, humo y sustancias calientes;Hombres;De 30 a 34 años;3
094 Accidentes por fuego, humo y sustancias calientes;Hombres;De 35 a 39 años;5
094 Accidentes por fuego, humo y sustancias calientes;Hombres;De 40 a 44 años;2
094 Accidentes por fuego, humo y sustancias calientes;Hombres;De 45 a 49 años;9
094 Accidentes por fuego, humo y sustancias calientes;Hombres;De 50 a 54 años;15
094 Accidentes por fuego, humo y sustancias calientes;Hombres;De 55 a 59 años;6
094 Accidentes por fuego, humo y sustancias calientes;Hombres;De 60 a 64 años;7
094 Accidentes por fuego, humo y sustancias calientes;Hombres;De 65 a 69 años;10
094 Accidentes por fuego, humo y sustancias calientes;Hombres;De 70 a 74 años;15
094 Accidentes por fuego, humo y sustancias calientes;Hombres;De 75 a 79 años;14
094 Accidentes por fuego, humo y sustancias calientes;Hombres;De 80 a 84 años;16
094 Accidentes por fuego, humo y sustancias calientes;Hombres;De 85 a 89 años;8
094 Accidentes por fuego, humo y sustancias calientes;Hombres;De 90 a 94 años;4
094 Accidentes por fuego, humo y sustancias calientes;Hombres;De 95 años y más;2
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;Menores de 1 año;1
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;De 1 a 4 años;0
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;De 5 a 9 años;0
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;De 10 a 14 años;1
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;De 15 a 19 años;5
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;De 20 a 24 años;16
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;De 25 a 29 años;25
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;De 30 a 34 años;49
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;De 35 a 39 años;67
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;De 40 a 44 años;63
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;De 45 a 49 años;91
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;De 50 a 54 años;81
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;De 55 a 59 años;48
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;De 60 a 64 años;19
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;De 65 a 69 años;10
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;De 70 a 74 años;13
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;De 75 a 79 años;13
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;De 80 a 84 años;16
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;De 85 a 89 años;22
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;De 90 a 94 años;9
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;De 95 años y más;5
096 Otros envenenamientos accidentales;Hombres;Menores de 1 año;0
096 Otros envenenamientos accidentales;Hombres;De 1 a 4 años;1
096 Otros envenenamientos accidentales;Hombres;De 5 a 9 años;0
096 Otros envenenamientos accidentales;Hombres;De 10 a 14 años;0
096 Otros envenenamientos accidentales;Hombres;De 15 a 19 años;3
096 Otros envenenamientos accidentales;Hombres;De 20 a 24 años;5
096 Otros envenenamientos accidentales;Hombres;De 25 a 29 años;4
096 Otros envenenamientos accidentales;Hombres;De 30 a 34 años;6
096 Otros envenenamientos accidentales;Hombres;De 35 a 39 años;11
096 Otros envenenamientos accidentales;Hombres;De 40 a 44 años;19
096 Otros envenenamientos accidentales;Hombres;De 45 a 49 años;11
096 Otros envenenamientos accidentales;Hombres;De 50 a 54 años;20
096 Otros envenenamientos accidentales;Hombres;De 55 a 59 años;7
096 Otros envenenamientos accidentales;Hombres;De 60 a 64 años;9
096 Otros envenenamientos accidentales;Hombres;De 65 a 69 años;5
096 Otros envenenamientos accidentales;Hombres;De 70 a 74 años;2
096 Otros envenenamientos accidentales;Hombres;De 75 a 79 años;5
096 Otros envenenamientos accidentales;Hombres;De 80 a 84 años;7
096 Otros envenenamientos accidentales;Hombres;De 85 a 89 años;5
096 Otros envenenamientos accidentales;Hombres;De 90 a 94 años;3
096 Otros envenenamientos accidentales;Hombres;De 95 años y más;0
097 Otros accidentes;Hombres;Menores de 1 año;3
097 Otros accidentes;Hombres;De 1 a 4 años;3
097 Otros accidentes;Hombres;De 5 a 9 años;0
097 Otros accidentes;Hombres;De 10 a 14 años;7
097 Otros accidentes;Hombres;De 15 a 19 años;9
097 Otros accidentes;Hombres;De 20 a 24 años;11
097 Otros accidentes;Hombres;De 25 a 29 años;20
097 Otros accidentes;Hombres;De 30 a 34 años;22
097 Otros accidentes;Hombres;De 35 a 39 años;21
097 Otros accidentes;Hombres;De 40 a 44 años;41
097 Otros accidentes;Hombres;De 45 a 49 años;45
097 Otros accidentes;Hombres;De 50 a 54 años;68
097 Otros accidentes;Hombres;De 55 a 59 años;56
097 Otros accidentes;Hombres;De 60 a 64 años;55
097 Otros accidentes;Hombres;De 65 a 69 años;60
097 Otros accidentes;Hombres;De 70 a 74 años;94
097 Otros accidentes;Hombres;De 75 a 79 años;101
097 Otros accidentes;Hombres;De 80 a 84 años;157
097 Otros accidentes;Hombres;De 85 a 89 años;197
097 Otros accidentes;Hombres;De 90 a 94 años;138
097 Otros accidentes;Hombres;De 95 años y más;42
098 Suicidio y lesiones autoinfligidas;Hombres;Menores de 1 año;0
098 Suicidio y lesiones autoinfligidas;Hombres;De 1 a 4 años;0
098 Suicidio y lesiones autoinfligidas;Hombres;De 5 a 9 años;0
098 Suicidio y lesiones autoinfligidas;Hombres;De 10 a 14 años;4
098 Suicidio y lesiones autoinfligidas;Hombres;De 15 a 19 años;48
098 Suicidio y lesiones autoinfligidas;Hombres;De 20 a 24 años;77
098 Suicidio y lesiones autoinfligidas;Hombres;De 25 a 29 años;110
098 Suicidio y lesiones autoinfligidas;Hombres;De 30 a 34 años;129
098 Suicidio y lesiones autoinfligidas;Hombres;De 35 a 39 años;185
098 Suicidio y lesiones autoinfligidas;Hombres;De 40 a 44 años;263
098 Suicidio y lesiones autoinfligidas;Hombres;De 45 a 49 años;310
098 Suicidio y lesiones autoinfligidas;Hombres;De 50 a 54 años;301
098 Suicidio y lesiones autoinfligidas;Hombres;De 55 a 59 años;260
098 Suicidio y lesiones autoinfligidas;Hombres;De 60 a 64 años;207
098 Suicidio y lesiones autoinfligidas;Hombres;De 65 a 69 años;172
098 Suicidio y lesiones autoinfligidas;Hombres;De 70 a 74 años;177
098 Suicidio y lesiones autoinfligidas;Hombres;De 75 a 79 años;171
098 Suicidio y lesiones autoinfligidas;Hombres;De 80 a 84 años;163
098 Suicidio y lesiones autoinfligidas;Hombres;De 85 a 89 años;118
098 Suicidio y lesiones autoinfligidas;Hombres;De 90 a 94 años;63
098 Suicidio y lesiones autoinfligidas;Hombres;De 95 años y más;13
099  Agresiones (Homicidio);Hombres;Menores de 1 año;1
099  Agresiones (Homicidio);Hombres;De 1 a 4 años;2
099  Agresiones (Homicidio);Hombres;De 5 a 9 años;1
099  Agresiones (Homicidio);Hombres;De 10 a 14 años;2
099  Agresiones (Homicidio);Hombres;De 15 a 19 años;5
099  Agresiones (Homicidio);Hombres;De 20 a 24 años;10
099  Agresiones (Homicidio);Hombres;De 25 a 29 años;17
099  Agresiones (Homicidio);Hombres;De 30 a 34 años;14
099  Agresiones (Homicidio);Hombres;De 35 a 39 años;24
099  Agresiones (Homicidio);Hombres;De 40 a 44 años;16
099  Agresiones (Homicidio);Hombres;De 45 a 49 años;22
099  Agresiones (Homicidio);Hombres;De 50 a 54 años;11
099  Agresiones (Homicidio);Hombres;De 55 a 59 años;16
099  Agresiones (Homicidio);Hombres;De 60 a 64 años;17
099  Agresiones (Homicidio);Hombres;De 65 a 69 años;6
099  Agresiones (Homicidio);Hombres;De 70 a 74 años;3
099  Agresiones (Homicidio);Hombres;De 75 a 79 años;3
099  Agresiones (Homicidio);Hombres;De 80 a 84 años;8
099  Agresiones (Homicidio);Hombres;De 85 a 89 años;3
099  Agresiones (Homicidio);Hombres;De 90 a 94 años;2
099  Agresiones (Homicidio);Hombres;De 95 años y más;0
100 Eventos de intención no determinada;Hombres;Menores de 1 año;0
100 Eventos de intención no determinada;Hombres;De 1 a 4 años;0
100 Eventos de intención no determinada;Hombres;De 5 a 9 años;0
100 Eventos de intención no determinada;Hombres;De 10 a 14 años;1
100 Eventos de intención no determinada;Hombres;De 15 a 19 años;1
100 Eventos de intención no determinada;Hombres;De 20 a 24 años;3
100 Eventos de intención no determinada;Hombres;De 25 a 29 años;6
100 Eventos de intención no determinada;Hombres;De 30 a 34 años;1
100 Eventos de intención no determinada;Hombres;De 35 a 39 años;6
100 Eventos de intención no determinada;Hombres;De 40 a 44 años;7
100 Eventos de intención no determinada;Hombres;De 45 a 49 años;8
100 Eventos de intención no determinada;Hombres;De 50 a 54 años;11
100 Eventos de intención no determinada;Hombres;De 55 a 59 años;6
100 Eventos de intención no determinada;Hombres;De 60 a 64 años;7
100 Eventos de intención no determinada;Hombres;De 65 a 69 años;2
100 Eventos de intención no determinada;Hombres;De 70 a 74 años;1
100 Eventos de intención no determinada;Hombres;De 75 a 79 años;3
100 Eventos de intención no determinada;Hombres;De 80 a 84 años;3
100 Eventos de intención no determinada;Hombres;De 85 a 89 años;1
100 Eventos de intención no determinada;Hombres;De 90 a 94 años;0
100 Eventos de intención no determinada;Hombres;De 95 años y más;0
101 Complicaciones de la atención médica y quirúrgica;Hombres;Menores de 1 año;0
101 Complicaciones de la atención médica y quirúrgica;Hombres;De 1 a 4 años;0
101 Complicaciones de la atención médica y quirúrgica;Hombres;De 5 a 9 años;1
101 Complicaciones de la atención médica y quirúrgica;Hombres;De 10 a 14 años;0
101 Complicaciones de la atención médica y quirúrgica;Hombres;De 15 a 19 años;1
101 Complicaciones de la atención médica y quirúrgica;Hombres;De 20 a 24 años;0
101 Complicaciones de la atención médica y quirúrgica;Hombres;De 25 a 29 años;1
101 Complicaciones de la atención médica y quirúrgica;Hombres;De 30 a 34 años;0
101 Complicaciones de la atención médica y quirúrgica;Hombres;De 35 a 39 años;2
101 Complicaciones de la atención médica y quirúrgica;Hombres;De 40 a 44 años;0
101 Complicaciones de la atención médica y quirúrgica;Hombres;De 45 a 49 años;4
101 Complicaciones de la atención médica y quirúrgica;Hombres;De 50 a 54 años;9
101 Complicaciones de la atención médica y quirúrgica;Hombres;De 55 a 59 años;6
101 Complicaciones de la atención médica y quirúrgica;Hombres;De 60 a 64 años;8
101 Complicaciones de la atención médica y quirúrgica;Hombres;De 65 a 69 años;19
101 Complicaciones de la atención médica y quirúrgica;Hombres;De 70 a 74 años;12
101 Complicaciones de la atención médica y quirúrgica;Hombres;De 75 a 79 años;19
101 Complicaciones de la atención médica y quirúrgica;Hombres;De 80 a 84 años;24
101 Complicaciones de la atención médica y quirúrgica;Hombres;De 85 a 89 años;16
101 Complicaciones de la atención médica y quirúrgica;Hombres;De 90 a 94 años;4
101 Complicaciones de la atención médica y quirúrgica;Hombres;De 95 años y más;1
102 Otras causas externas y sus efectos tardíos;Hombres;Menores de 1 año;0
102 Otras causas externas y sus efectos tardíos;Hombres;De 1 a 4 años;0
102 Otras causas externas y sus efectos tardíos;Hombres;De 5 a 9 años;0
102 Otras causas externas y sus efectos tardíos;Hombres;De 10 a 14 años;1
102 Otras causas externas y sus efectos tardíos;Hombres;De 15 a 19 años;1
102 Otras causas externas y sus efectos tardíos;Hombres;De 20 a 24 años;0
102 Otras causas externas y sus efectos tardíos;Hombres;De 25 a 29 años;0
102 Otras causas externas y sus efectos tardíos;Hombres;De 30 a 34 años;2
102 Otras causas externas y sus efectos tardíos;Hombres;De 35 a 39 años;1
102 Otras causas externas y sus efectos tardíos;Hombres;De 40 a 44 años;1
102 Otras causas externas y sus efectos tardíos;Hombres;De 45 a 49 años;8
102 Otras causas externas y sus efectos tardíos;Hombres;De 50 a 54 años;3
102 Otras causas externas y sus efectos tardíos;Hombres;De 55 a 59 años;6
102 Otras causas externas y sus efectos tardíos;Hombres;De 60 a 64 años;6
102 Otras causas externas y sus efectos tardíos;Hombres;De 65 a 69 años;11
102 Otras causas externas y sus efectos tardíos;Hombres;De 70 a 74 años;6
102 Otras causas externas y sus efectos tardíos;Hombres;De 75 a 79 años;4
102 Otras causas externas y sus efectos tardíos;Hombres;De 80 a 84 años;1
102 Otras causas externas y sus efectos tardíos;Hombres;De 85 a 89 años;4
102 Otras causas externas y sus efectos tardíos;Hombres;De 90 a 94 años;1
102 Otras causas externas y sus efectos tardíos;Hombres;De 95 años y más;0
